Success_Nodes,Fail_Nodes,Skipped_Nodes,Data_Collected_KB,Total_Time,Total_Energy,Total_Flight_Distance,Total_Comm_Latency,Attempts,Retry_Sum,Total_Waypoints,Success_Rate,Avg_Comm_Latency,Eff_Data_Per_Time,Eff_Data_Per_Energy,Avg_Retry_Per_Node,Strategy,Node_File,Num_Nodes
108,92,4,3975.09312991671,2498.4824171257656,2998.6046852436684,10.644617318694314,2497.950186259833,249,123,200,0.54,10.031928458874832,1.591003043555386,1.325647608528862,0.4939759036144578,lya,data1756,200
58,142,0,4298.023771802838,2499.118008126006,2999.3591782171343,10.439211648048623,2498.596047543605,249,189,200,0.29,10.034522279291586,1.7198162543055595,1.432980685680216,0.7590361445783133,baseline,data1757,200
108,92,4,3975.09312991671,2498.4721468422363,2998.5841446766067,10.439211648048623,2497.950186259833,249,123,200,0.54,10.031928458874832,1.5910095835732019,1.325656689332431,0.4939759036144578,lya,data1757,200
58,142,0,4298.023771802838,2499.1429303654295,2999.409022695978,10.937656436480532,2498.596047543605,249,189,200,0.29,10.034522279291586,1.719799103756892,1.4329568722639963,0.7590361445783133,baseline,data1758,200
108,92,4,3975.09312991671,2498.497069081658,2998.6339891554494,10.937656436480532,2497.950186259833,249,123,200,0.54,10.031928458874832,1.590993713423801,1.3256346537432118,0.4939759036144578,lya,data1758,200
58,142,0,4298.023771802838,2499.1176895109243,2999.3585409869684,10.432839346374518,2498.596047543605,249,189,200,0.29,10.034522279291586,1.7198164735667005,1.432980990124819,0.7590361445783133,baseline,data1759,200
108,92,4,3975.09312991671,2498.471828227152,2998.5835074464403,10.432839346374518,2497.950186259833,249,123,200,0.54,10.031928458874832,1.5910097864650845,1.3256569710482582,0.4939759036144578,lya,data1759,200
58,142,0,4298.023771802838,2499.13267330803,2999.388508581178,10.732515288518625,2498.596047543605,249,189,200,0.29,10.034522279291586,1.7198061622369445,1.4329666728755865,0.7590361445783133,baseline,data1760,200
108,92,4,3975.09312991671,2498.486812024257,2998.613475040652,10.732515288518625,2497.950186259833,249,123,200,0.54,10.031928458874832,1.5910002449427048,1.325643722675134,0.4939759036144578,lya,data1760,200
58,142,0,4298.023771802838,2499.135911504999,2999.394984975124,10.797279227947962,2498.596047543605,249,189,200,0.29,10.034522279291586,1.7198039338382902,1.4329635787660306,0.7590361445783133,baseline,data1761,200
108,92,4,3975.09312991671,2498.4900502212276,2998.6199514345967,10.797279227947962,2497.950186259833,249,123,200,0.54,10.031928458874832,1.5909981829084079,1.3256408595610625,0.4939759036144578,lya,data1761,200
58,142,0,4298.023771802838,2499.1269666530966,2999.377095271313,10.61838218986377,2498.596047543605,249,189,200,0.29,10.034522279291586,1.7198100893444708,1.4329721256386585,0.7590361445783133,baseline,data1762,200
108,92,4,3975.09312991671,2498.481105369325,2998.602061730788,10.61838218986377,2497.950186259833,249,123,200,0.54,10.031928458874832,1.591003878866281,1.3256487683538418,0.4939759036144578,lya,data1762,200
58,142,0,4298.023771802838,2499.1325296837867,2999.3882213326865,10.729642803630925,2498.596047543605,249,189,200,0.29,10.034522279291586,1.719806261073583,1.4329668101094106,0.7590361445783133,baseline,data1763,200
108,92,4,3975.09312991671,2498.486668400013,2998.6131877921616,10.729642803630925,2497.950186259833,249,123,200,0.54,10.031928458874832,1.5910003364005498,1.3256438496635565,0.4939759036144578,lya,data1763,200
58,142,0,4298.023771802838,2499.1381401580015,2999.3994422811193,10.841852287921139,2498.596047543605,249,189,200,0.29,10.034522279291586,1.7198024001710874,1.4329614492873555,0.7590361445783133,baseline,data1764,200
108,92,4,3975.09312991671,2498.492278874229,2998.624408740592,10.841852287921139,2497.950186259833,249,123,200,0.54,10.031928458874832,1.5909967637393732,1.3256388890618782,0.4939759036144578,lya,data1764,200
58,142,0,4298.023771802838,2499.134391720957,2999.391945407031,10.76688354704182,2498.596047543605,249,189,200,0.29,10.034522279291586,1.71980497969264,1.4329650309238184,0.7590361445783133,baseline,data1765,200
108,92,4,3975.09312991671,2498.4885304371846,2998.6169118665034,10.76688354704182,2497.950186259833,249,123,200,0.54,10.031928458874832,1.590999150682973,1.3256422033057882,0.4939759036144578,lya,data1765,200
58,142,0,4298.023771802838,2499.1332412148745,2999.3896443948643,10.743873425379558,2498.596047543605,249,189,200,0.29,10.034522279291586,1.7198057714255723,1.432966130237466,0.7590361445783133,baseline,data1766,200
108,92,4,3975.09312991671,2498.4873799311017,2998.6146108543385,10.743873425379558,2497.950186259833,249,123,200,0.54,10.031928458874832,1.5909998833079266,1.3256432205484925,0.4939759036144578,lya,data1766,200
58,142,0,4298.023771802838,2499.139077217574,2999.4013164002577,10.860593479314325,2498.596047543605,249,189,200,0.29,10.034522279291586,1.7198017553261018,1.4329605539285177,0.7590361445783133,baseline,data1767,200
108,92,4,3975.09312991671,2498.4932159338014,2998.626282859731,10.860593479314325,2497.950186259833,249,123,200,0.54,10.031928458874832,1.5909961670362334,1.3256380605474256,0.4939759036144578,lya,data1767,200
58,142,0,4298.023771802838,2499.143265544954,2999.4096930550295,10.94436002702268,2498.596047543605,249,189,200,0.29,10.034522279291586,1.7197988731012694,1.432956552002442,0.7590361445783133,baseline,data1768,200
108,92,4,3975.09312991671,2498.497404261184,2998.634659514501,10.94436002702268,2497.950186259833,249,123,200,0.54,10.031928458874832,1.5909934999881106,1.325634357391275,0.4939759036144578,lya,data1768,200
58,142,0,4298.023771802838,2499.1025702993616,2999.3283025638493,10.130455115192909,2498.596047543605,249,189,200,0.29,10.034522279291586,1.7198268782093198,1.4329954370546412,0.7590361445783133,baseline,data1769,200
108,92,4,3975.09312991671,2498.4567090155906,2998.5532690233217,10.130455115192909,2497.950186259833,249,123,200,0.54,10.031928458874832,1.5910194143339487,1.3256703394205378,0.4939759036144578,lya,data1769,200
58,142,0,4298.023771802838,2499.1256728734757,2999.3745077120675,10.592506597375865,2498.596047543605,249,189,200,0.29,10.034522279291586,1.7198109796779462,1.4329733618631655,0.7590361445783133,baseline,data1770,200
108,92,4,3975.09312991671,2498.4798115897042,2998.599474171537,10.592506597375865,2497.950186259833,249,123,200,0.54,10.031928458874832,1.591004702730611,1.325649912286122,0.4939759036144578,lya,data1770,200
