Time,Data_Collected_KB,Current_Node,Attempt_Count,Success_Flag,Skipped_Flag,Node_File,Strategy
1102.462240775464,3071.3803716584457,86,1,0,1,data31,lya
1110.4660837821318,3071.3803716584457,87,1,0,1,data31,lya
1118.4959978256497,3083.0354975218625,88,1,1,0,data31,lya
1126.4995789640757,3083.0354975218625,89,1,0,1,data31,lya
1134.503414044681,3083.0354975218625,90,1,0,1,data31,lya
1142.5216447435782,3091.698586014301,91,1,1,0,data31,lya
1150.5236016243948,3091.698586014301,92,1,0,1,data31,lya
1159.519622098363,3588.092419756587,93,1,1,0,data31,lya
1167.5711013568346,3609.2434765248086,94,1,1,0,data31,lya
1175.5748430999377,3609.2434765248086,95,1,0,1,data31,lya
1183.5755804342173,3609.2434765248086,96,1,0,1,data31,lya
1191.5808849380312,3609.2434765248086,97,1,0,1,data31,lya
1199.6005689527883,3618.0523222690667,98,1,1,0,data31,lya
1207.6232472027168,3628.9290656308112,99,1,1,0,data31,lya
8.038286293353938,16.68199381893126,0,1,1,0,data32,baseline
16.073370044847344,31.935142873507093,1,1,1,0,data32,baseline
24.10555390641825,45.84785798898697,2,1,1,0,data32,baseline
32.141239620058585,58.471571246984595,3,1,1,0,data32,baseline
40.16576321373514,70.42470436756253,4,1,1,0,data32,baseline
48.18859957972724,81.35709888276241,5,1,1,0,data32,baseline
56.20139527604926,86.35709888276241,6,1,1,0,data32,baseline
64.23350788141754,100.01700712354805,7,1,1,0,data32,baseline
72.27653448795988,120.49865607125349,8,1,1,0,data32,baseline
80.30348961086746,133.8216009508993,9,1,1,0,data32,baseline
88.34185745322137,151.9971637054092,10,1,1,0,data32,baseline
96.36403214110695,161.5961593552068,11,1,1,0,data32,baseline
152.392391280337,172.84235013986842,13,1,1,0,data32,baseline
168.41302028758577,182.71485079126762,14,2,1,0,data32,baseline
176.4333063169306,191.79965273459237,15,1,1,0,data32,baseline
184.4710058262992,209.04852292703603,16,1,1,0,data32,baseline
192.5214786032892,232.94314464646584,17,1,1,0,data32,baseline
200.5461400231379,244.60842777168327,18,1,1,0,data32,baseline
208.56190154029036,251.14933649043175,19,1,1,0,data32,baseline
224.60312880892022,269.43332314625167,20,2,1,0,data32,baseline
240.6282607081976,277.2538190493815,21,2,1,0,data32,baseline
248.6489350399467,286.3374909421094,22,1,1,0,data32,baseline
256.6865717874379,303.81246921306786,23,1,1,0,data32,baseline
272.7154909091268,317.98592114030004,24,2,1,0,data32,baseline
361.242373097486,574.6223131294828,26,5,1,0,data32,baseline
417.2964155644073,599.0700514101158,28,1,1,0,data32,baseline
425.32157591145756,610.6910277390087,29,1,1,0,data32,baseline
433.3447731688334,621.1239650523967,30,1,1,0,data32,baseline
449.3727086224247,633.8487991824588,31,2,1,0,data32,baseline
457.4018277513725,646.7849911165083,32,1,1,0,data32,baseline
482.20621795918106,1047.7567118423663,33,3,1,0,data32,baseline
490.22269604025144,1052.7990229097093,34,1,1,0,data32,baseline
498.2604591622664,1069.9291522438793,35,1,1,0,data32,baseline
506.2906340211159,1082.2227250356796,36,1,1,0,data32,baseline
522.33143269165,1101.1068400578076,37,2,1,0,data32,baseline
530.3642373206857,1115.8686215020225,38,1,1,0,data32,baseline
546.4023096169658,1133.4620937906113,39,2,1,0,data32,baseline
562.4375097744764,1146.5050847302023,40,2,1,0,data32,baseline
570.4762810871528,1163.6951977173107,41,1,1,0,data32,baseline
666.5074330575717,1174.999015560035,43,6,1,0,data32,baseline
674.5471597355314,1189.4630431842295,44,1,1,0,data32,baseline
682.5742373815893,1202.0319567554639,45,1,1,0,data32,baseline
690.6264115039168,1224.9968657267611,46,1,1,0,data32,baseline
706.6574331335382,1237.827157731711,47,2,1,0,data32,baseline
738.6850666463539,1249.1636967251918,48,4,1,0,data32,baseline
746.7130763683339,1261.272312155371,49,1,1,0,data32,baseline
754.7441039582437,1275.59372524378,50,1,1,0,data32,baseline
762.7667900403496,1286.6262001554169,51,1,1,0,data32,baseline
795.4716245938529,1637.5786255227467,52,4,1,0,data32,baseline
819.506533816924,1653.3646347982321,53,3,1,0,data32,baseline
827.5392062947211,1667.7872677486134,54,1,1,0,data32,baseline
836.308373509847,2048.649283919033,55,1,1,0,data32,baseline
860.3365186096132,2062.052508529959,56,3,1,0,data32,baseline
876.3651185058269,2076.029426002571,57,2,1,0,data32,baseline
884.3995183640438,2092.3847347462824,58,1,1,0,data32,baseline
892.4541176393744,2118.6087677763353,59,1,1,0,data32,baseline
908.4772498828768,2129.670758224541,60,2,1,0,data32,baseline
932.5296428093594,2154.288880285267,61,3,1,0,data32,baseline
1036.5718824185442,2167.5919488193763,64,1,1,0,data32,baseline
1085.3008225396604,2531.850067876184,65,6,1,0,data32,baseline
1093.3430098728666,2550.345529785484,66,1,1,0,data32,baseline
1157.379101793713,2562.9392891163666,68,2,1,0,data32,baseline
1165.3958610445047,2567.9392891163666,69,1,1,0,data32,baseline
1181.4251193120351,2580.839051793229,70,2,1,0,data32,baseline
1189.4588941507131,2596.535072348013,71,1,1,0,data32,baseline
1197.4919431992043,2611.544140403986,72,1,1,0,data32,baseline
1253.5461722303685,2636.2118535511363,74,1,1,0,data32,baseline
1333.5929509084394,2654.0506953899244,76,4,1,0,data32,baseline
1341.6316438454216,2669.7916040468203,77,1,1,0,data32,baseline
1365.6783417063743,2690.6537829587814,78,3,1,0,data32,baseline
1421.722923949929,2709.399311343603,80,1,1,0,data32,baseline
1429.7769706108895,2733.444095488704,81,1,1,0,data32,baseline
1437.8169514467725,2749.579016994801,82,1,1,0,data32,baseline
1445.8503093908676,2763.2242056839623,83,1,1,0,data32,baseline
1509.9025657195443,2783.9054172695587,85,2,1,0,data32,baseline
1613.9388807552455,2795.5605431329755,88,1,1,0,data32,baseline
1629.9633280161613,2806.220122005953,89,2,1,0,data32,baseline
1670.9043365715604,3274.538098891381,90,5,1,0,data32,baseline
1678.9273761217014,3283.2011873838196,91,1,1,0,data32,baseline
1686.9654407182231,3298.7526852769865,92,1,1,0,data32,baseline
1719.962677841162,3795.1465190192725,93,4,1,0,data32,baseline
1728.0056324243185,3816.297575787494,94,1,1,0,data32,baseline
1736.025480295546,3824.8414539765067,95,1,1,0,data32,baseline
1752.0768962781624,3847.6160673596896,96,2,1,0,data32,baseline
1792.099041675234,3857.710065683502,97,5,1,0,data32,baseline
1800.1212252732712,3866.51891142776,98,1,1,0,data32,baseline
1808.1451675391945,3877.3956547895045,99,1,1,0,data32,baseline
8.038286293353938,16.68199381893126,0,1,1,0,data32,lya
16.073370044847344,31.935142873507093,1,1,1,0,data32,lya
24.10555390641825,45.84785798898697,2,1,1,0,data32,lya
32.141239620058585,58.471571246984595,3,1,1,0,data32,lya
64.16469331348608,69.40396576218448,5,1,1,0,data32,lya
72.17748900980811,74.40396576218448,6,1,1,0,data32,lya
80.20960161517638,88.06387400297012,7,1,1,0,data32,lya
88.25262822171872,108.54552295067558,8,1,1,0,data32,lya
120.29130529722092,126.72108570518547,10,1,1,0,data32,lya
128.3134799851065,136.32008135498305,11,1,1,0,data32,lya
160.34183912433656,147.5662721396447,13,1,1,0,data32,lya
176.36246813158533,157.4387727910439,14,2,1,0,data32,lya
184.38275416093018,166.52357473436865,15,1,1,0,data32,lya
192.42045367029877,183.7724449268123,16,1,1,0,data32,lya
200.47092644728878,207.66706664624212,17,1,1,0,data32,lya
208.49558786713746,219.33234977145955,18,1,1,0,data32,lya
216.51134938428993,225.87325849020803,19,1,1,0,data32,lya
232.55257665291978,244.15724514602792,20,2,1,0,data32,lya
240.57770855219715,251.97774104915777,21,1,1,0,data32,lya
248.59838288394627,261.0614129418857,22,1,1,0,data32,lya
256.6360196314375,278.53639121284414,23,1,1,0,data32,lya
272.66493875312636,292.7098431400763,24,2,1,0,data32,lya
304.6785481575072,292.7098431400763,26,1,0,1,data32,lya
313.6299271772006,767.1845698580026,27,1,1,0,data32,lya
321.6815400778643,791.6323081386356,28,1,1,0,data32,lya
329.7067004249146,803.2532844675286,29,1,1,0,data32,lya
337.7298976822904,813.6862217809165,30,1,1,0,data32,lya
361.7578331358817,826.4110559109787,31,3,1,0,data32,lya
377.7869522648295,839.3472478450282,32,2,1,0,data32,lya
402.5913424726381,1240.3189685708862,33,3,1,0,data32,lya
410.60782055370845,1245.3612796382292,34,1,1,0,data32,lya
426.6455836757234,1262.4914089723993,35,2,1,0,data32,lya
442.67575853457294,1274.7849817641995,36,2,1,0,data32,lya
450.71655720510705,1293.6690967863276,37,1,1,0,data32,lya
458.7493618341427,1308.4308782305425,38,1,1,0,data32,lya
466.78743413042287,1326.0243505191313,39,1,1,0,data32,lya
490.82263428793345,1339.0673414587222,40,3,1,0,data32,lya
514.8614056006097,1356.2574544458307,41,3,1,0,data32,lya
539.5996123801934,1723.6242262241271,42,3,1,0,data32,lya
563.6272911145852,1734.9280440668515,43,3,1,0,data32,lya
571.6670177925449,1749.3920716910459,44,1,1,0,data32,lya
595.6940954386029,1761.9609852622802,45,3,1,0,data32,lya
627.7313613726092,1774.79127726723,47,1,1,0,data32,lya
659.7643315294179,1786.8998926974093,49,1,1,0,data32,lya
667.7953591193277,1801.2213057858182,50,1,1,0,data32,lya
675.8180452014336,1812.253780697455,51,1,1,0,data32,lya
707.8243121087224,1812.253780697455,53,1,0,1,data32,lya
715.8569845865195,1826.6764136478364,54,1,1,0,data32,lya
723.8644277693046,1826.6764136478364,55,1,0,1,data32,lya
731.8925728690708,1840.0796382587625,56,1,1,0,data32,lya
739.9211727652845,1854.0565557313746,57,1,1,0,data32,lya
747.9555726235014,1870.4118644750858,58,1,1,0,data32,lya
756.010171898832,1896.6358975051387,59,1,1,0,data32,lya
764.0333041423344,1907.6978879533444,60,1,1,0,data32,lya
772.085697068817,1932.3160100140708,61,1,1,0,data32,lya
780.1112358293142,1941.398144174348,62,1,1,0,data32,lya
812.1461009463225,1954.7012127084572,64,1,1,0,data32,lya
844.1887121625314,1973.1966746177573,66,1,1,0,data32,lya
860.2298305789099,1991.1961577863124,67,2,1,0,data32,lya
868.2608030497148,2003.7899171171948,68,1,1,0,data32,lya
876.2775623005065,2008.7899171171948,69,1,1,0,data32,lya
884.3068205680369,2021.6896797940572,70,1,1,0,data32,lya
900.340595406715,2037.3857003488413,71,2,1,0,data32,lya
932.384477253672,2056.1653767577995,73,1,1,0,data32,lya
940.4354147030763,2080.8330899049497,74,1,1,0,data32,lya
972.4821933811471,2098.671931743738,76,1,1,0,data32,lya
988.5208863181293,2114.4128404006337,77,2,1,0,data32,lya
1004.5675841790818,2135.275019312595,78,2,1,0,data32,lya
1021.3261028827956,2513.5917823295113,79,2,1,0,data32,lya
1029.3687999486704,2532.337310714333,80,1,1,0,data32,lya
1037.4228466096308,2556.382094859434,81,1,1,0,data32,lya
1045.4628274455138,2572.5170163655307,82,1,1,0,data32,lya
1061.4961853896089,2586.162205054692,83,2,1,0,data32,lya
1070.4725940662279,3071.3803716584457,84,1,1,0,data32,lya
1102.4780930503534,3071.3803716584457,86,1,0,1,data32,lya
1110.4841600360023,3071.3803716584457,87,1,0,1,data32,lya
1118.513830664023,3083.0354975218625,88,1,1,0,data32,lya
1126.516958767193,3083.0354975218625,89,1,0,1,data32,lya
1134.5213313688214,3083.0354975218625,90,1,0,1,data32,lya
1142.5443709189624,3091.698586014301,91,1,1,0,data32,lya
1150.5513325196978,3091.698586014301,92,1,0,1,data32,lya
1159.5485696426367,3588.092419756587,93,1,1,0,data32,lya
1167.5915242257931,3609.2434765248086,94,1,1,0,data32,lya
1175.5942843406426,3609.2434765248086,95,1,0,1,data32,lya
1183.6001510964927,3609.2434765248086,96,1,0,1,data32,lya
1191.6021084969168,3609.2434765248086,97,1,0,1,data32,lya
1199.624292094954,3618.0523222690667,98,1,1,0,data32,lya
1207.6482343608773,3628.9290656308112,99,1,1,0,data32,lya
8.035563815293044,16.68199381893126,0,1,1,0,data33,baseline
16.069424059198194,31.935142873507093,1,1,1,0,data33,baseline
24.101731059155547,45.84785798898697,2,1,1,0,data33,baseline
32.13299929700723,58.471571246984595,3,1,1,0,data33,baseline
40.16160211300246,70.42470436756253,4,1,1,0,data33,baseline
48.187892327978744,81.35709888276241,5,1,1,0,data33,baseline
56.200288249652125,86.35709888276241,6,1,1,0,data33,baseline
64.22892618756303,100.01700712354805,7,1,1,0,data33,baseline
72.27642418853223,120.49865607125349,8,1,1,0,data33,baseline
80.30679873057485,133.8216009508993,9,1,1,0,data33,baseline
88.3507909392826,151.9971637054092,10,1,1,0,data33,baseline
96.37158083661743,161.5961593552068,11,1,1,0,data33,baseline
152.40205296937856,172.84235013986842,13,1,1,0,data33,baseline
168.4375050663946,182.71485079126762,14,2,1,0,data33,baseline
176.45793270857644,191.79965273459237,15,1,1,0,data33,baseline
184.49679690057707,209.04852292703603,16,1,1,0,data33,baseline
192.55655973590913,232.94314464646584,17,1,1,0,data33,baseline
200.58642080289266,244.60842777168327,18,1,1,0,data33,baseline
208.60100088668247,251.14933649043175,19,1,1,0,data33,baseline
224.6414335016389,269.43332314625167,20,2,1,0,data33,baseline
240.66006713076447,277.2538190493815,21,2,1,0,data33,baseline
248.68856610629956,286.3374909421094,22,1,1,0,data33,baseline
256.7308685147966,303.81246921306786,23,1,1,0,data33,baseline
272.7657526042504,317.98592114030004,24,2,1,0,data33,baseline
361.2861849405715,574.6223131294828,26,5,1,0,data33,baseline
417.34451697423196,599.0700514101158,28,1,1,0,data33,baseline
425.3685923735467,610.6910277390087,29,1,1,0,data33,baseline
433.3917024751785,621.1239650523967,30,1,1,0,data33,baseline
449.4202942004691,633.8487991824588,31,2,1,0,data33,baseline
457.4525384390799,646.7849911165083,32,1,1,0,data33,baseline
482.25495492231096,1047.7567118423663,33,3,1,0,data33,baseline
490.2694997227361,1052.7990229097093,34,1,1,0,data33,baseline
498.306607261802,1069.9291522438793,35,1,1,0,data33,baseline
506.33634520178185,1082.2227250356796,36,1,1,0,data33,baseline
522.377257135906,1101.1068400578076,37,2,1,0,data33,baseline
530.4140498653509,1115.8686215020225,38,1,1,0,data33,baseline
546.454224423643,1133.4620937906113,39,2,1,0,data33,baseline
562.485606803098,1146.5050847302023,40,2,1,0,data33,baseline
570.5221150150103,1163.6951977173107,41,1,1,0,data33,baseline
666.5514546980542,1174.999015560035,43,6,1,0,data33,baseline
674.5886497112635,1189.4630431842295,44,1,1,0,data33,baseline
682.621912225823,1202.0319567554639,45,1,1,0,data33,baseline
690.6709016415354,1224.9968657267611,46,1,1,0,data33,baseline
706.6979144817608,1237.827157731711,47,2,1,0,data33,baseline
738.724446843039,1249.1636967251918,48,4,1,0,data33,baseline
746.7516923638698,1261.272312155371,49,1,1,0,data33,baseline
754.7866532235017,1275.59372524378,50,1,1,0,data33,baseline
762.8122714364232,1286.6262001554169,51,1,1,0,data33,baseline
795.5181030602278,1637.5786255227467,52,4,1,0,data33,baseline
819.5551549324778,1653.3646347982321,53,3,1,0,data33,baseline
827.5866976699061,1667.7872677486134,54,1,1,0,data33,baseline
836.3543590148977,2048.649283919033,55,1,1,0,data33,baseline
860.3848354082379,2062.052508529959,56,3,1,0,data33,baseline
876.4158651845712,2076.029426002571,57,2,1,0,data33,baseline
884.4536652045906,2092.3847347462824,58,1,1,0,data33,baseline
892.5080714701918,2118.6087677763353,59,1,1,0,data33,baseline
908.5322858387538,2129.670758224541,60,2,1,0,data33,baseline
932.5826673918608,2154.288880285267,61,3,1,0,data33,baseline
1036.615875509448,2167.5919488193763,64,1,1,0,data33,baseline
1085.3459711273845,2531.850067876184,65,6,1,0,data33,baseline
1093.3863073083103,2550.345529785484,66,1,1,0,data33,baseline
1157.418466074812,2562.9392891163666,68,2,1,0,data33,baseline
1165.4310792395393,2567.9392891163666,69,1,1,0,data33,baseline
1181.4585169602424,2580.839051793229,70,2,1,0,data33,baseline
1189.4939174605627,2596.535072348013,71,1,1,0,data33,baseline
1197.5297792478605,2611.544140403986,72,1,1,0,data33,baseline
1253.5913300102025,2636.2118535511363,74,1,1,0,data33,baseline
1333.6346573516817,2654.0506953899244,76,4,1,0,data33,baseline
1341.6684312456002,2669.7916040468203,77,1,1,0,data33,baseline
1365.711912347379,2690.6537829587814,78,3,1,0,data33,baseline
1421.7565644048423,2709.399311343603,80,1,1,0,data33,baseline
1429.808247953009,2733.444095488704,81,1,1,0,data33,baseline
1437.8428539850358,2749.579016994801,82,1,1,0,data33,baseline
1445.8742075161797,2763.2242056839623,83,1,1,0,data33,baseline
1509.9232989872394,2783.9054172695587,85,2,1,0,data33,baseline
1613.9629701781066,2795.5605431329755,88,1,1,0,data33,baseline
1629.9866333239977,2806.220122005953,89,2,1,0,data33,baseline
1670.9236558536634,3274.538098891381,90,5,1,0,data33,baseline
1678.9436688263295,3283.2011873838196,91,1,1,0,data33,baseline
1686.9796748442761,3298.7526852769865,92,1,1,0,data33,baseline
1719.9743971963248,3795.1465190192725,93,4,1,0,data33,baseline
1728.0211422210286,3816.297575787494,94,1,1,0,data33,baseline
1736.040214001321,3824.8414539765067,95,1,1,0,data33,baseline
1752.0870273338778,3847.6160673596896,96,2,1,0,data33,baseline
1792.1083589775099,3857.710065683502,97,5,1,0,data33,baseline
1800.1275558802508,3866.51891142776,98,1,1,0,data33,baseline
1808.1538131561392,3877.3956547895045,99,1,1,0,data33,baseline
8.035563815293044,16.68199381893126,0,1,1,0,data33,lya
16.069424059198194,31.935142873507093,1,1,1,0,data33,lya
24.101731059155547,45.84785798898697,2,1,1,0,data33,lya
32.13299929700723,58.471571246984595,3,1,1,0,data33,lya
64.16398606173759,69.40396576218448,5,1,1,0,data33,lya
72.17638198341098,74.40396576218448,6,1,1,0,data33,lya
80.20501992132189,88.06387400297012,7,1,1,0,data33,lya
