Time,Data_Collected_KB,Current_Node,Attempt_Count,Success_Flag,Skipped_Flag,Node_File,Strategy,Num_Nodes
1254.030721420934,1928.3296750964005,53,3,1,0,data1505,lya,150
1264.0652121735498,1944.554507951944,54,1,1,0,data1505,lya,150
1274.0915021575354,1957.0197920750884,55,1,1,0,data1505,lya,150
1294.1202393789276,1969.6646005469968,56,2,1,0,data1505,lya,150
1324.1559655118651,1985.824850233785,57,3,1,0,data1505,lya,150
1334.1779921417149,1993.5844285262983,58,1,1,0,data1505,lya,150
1354.1967425645037,2001.5471096544156,59,2,1,0,data1505,lya,150
1364.2229055273253,2012.9548885481533,60,1,1,0,data1505,lya,150
1414.2533295795295,2026.887652789594,61,5,1,0,data1505,lya,150
1434.2880057708553,2043.4421906175842,62,2,1,0,data1505,lya,150
1454.3356087652148,2065.818971702332,63,2,1,0,data1505,lya,150
1484.375703083696,2085.107269818342,64,3,1,0,data1505,lya,150
1504.4068680347623,2099.307577168525,65,2,1,0,data1505,lya,150
1524.4420802392954,2114.2124961290115,66,2,1,0,data1505,lya,150
1544.464517795613,2124.199849305822,67,2,1,0,data1505,lya,150
1575.2776566434738,2528.7245652729557,68,3,1,0,data1505,lya,150
1585.3068498700816,2542.281272078355,69,1,1,0,data1505,lya,150
1595.3430768706726,2558.8948648800456,70,1,1,0,data1505,lya,150
1606.1756062234263,2974.2620953306578,71,1,1,0,data1505,lya,150
1676.1814779177794,2974.2620953306578,73,2,0,1,data1505,lya,150
1686.211063285109,2988.7182945883733,74,1,1,0,data1505,lya,150
1696.2484325873436,3005.726853198868,75,1,1,0,data1505,lya,150
1716.2498622836977,3005.726853198868,76,2,0,1,data1505,lya,150
1736.2808305758476,3018.7207508394386,77,2,1,0,data1505,lya,150
1756.284858891665,3018.7207508394386,78,2,0,1,data1505,lya,150
1776.3229328034295,3033.7837128433475,79,2,1,0,data1505,lya,150
1786.3546734568945,3049.2720933360915,80,1,1,0,data1505,lya,150
1797.4107972562408,3577.041111137756,81,1,1,0,data1505,lya,150
1817.4443394982688,3592.1636620090508,82,2,1,0,data1505,lya,150
1827.4828711763155,3609.6536534652782,83,1,1,0,data1505,lya,150
1847.486733899358,3609.6536534652782,84,2,0,1,data1505,lya,150
1857.5308496877178,3629.4500075957044,85,1,1,0,data1505,lya,150
1867.58672035154,3655.2159198832624,86,1,1,0,data1505,lya,150
1877.6153129566414,3666.379182068822,87,1,1,0,data1505,lya,150
1897.6576801189428,3685.7407852524257,88,2,1,0,data1505,lya,150
1907.6935504860924,3701.6574952811175,89,1,1,0,data1505,lya,150
1917.748073197943,3727.6065099472057,90,1,1,0,data1505,lya,150
1927.771338969185,3738.56501852043,91,1,1,0,data1505,lya,150
1937.795402414229,3749.3664093095263,92,1,1,0,data1505,lya,150
1947.82511218344,3761.3694460823062,93,1,1,0,data1505,lya,150
1997.8382747521196,3766.3694460823062,94,5,1,0,data1505,lya,150
