scale,strategy,total_time_mean,total_time_std,energy_mean,energy_std,skipped_mean,skipped_std
50,Baseline,1798.6150736642812,395.1692952946185,1079.5794562120782,237.1015771767693,0.0,0.0
50,Lyapunov,574.037139879725,84.83435284855962,344.832695941348,50.90061170913585,12.2,5.706137047074843
100,Baseline,4211.837647978998,318.61461886481464,2527.6141334874387,191.1687713188946,0.0,0.0
100,Lyapunov,1050.8645579228685,94.77127266821257,631.0302794537586,56.86276360092727,26.6,9.520504188329523
150,Baseline,4994.717838339484,1.449978130550538,2997.4941431897582,0.8699868783291936,0.0,0.0
150,Lyapunov,1709.8479134231195,83.51276493254079,1026.572188239919,50.10765895952407,33.2,7.984985911070852
200,Baseline,4994.372079653453,2.2173588096872634,2997.3964167435015,1.3304152858112492,0.0,0.0
200,Lyapunov,2159.7472981400397,49.10304264270972,1296.621547835432,29.461825585625682,51.6,7.28285658241325
