dataset,size,algorithm,length,time_seconds
data344.npz,50,GA,6.607932108884921,0.5735118000011425
data344.npz,50,SA,5.971044714673479,0.9264767999993637
data344.npz,50,ACO,6.003892118039048,7.891591000006883
data345.npz,100,GA,12.793125709569019,1.0225428999983706
data345.npz,100,SA,8.851574039435198,1.5736747000046307
data345.npz,100,ACO,7.914897039362269,29.299626799998805
data346.npz,150,GA,19.892587942406042,1.6687601000012364
data346.npz,150,SA,14.828251166159504,2.2568593000032706
data346.npz,150,ACO,10.461156154859715,65.37057569999888
