V,total_time_mean,total_time_std,skipped_per_node_mean,skipped_per_node_std
0.1,1302.7931758212267,20.512612244298666,0.07200000000000001,0.014696938456699072
0.16187677556400662,1269.2452782274802,43.13703279614995,0.098,0.020396078054371138
0.26204090466999763,1264.1973074263317,43.18604609176709,0.10600000000000001,0.028705400188814643
0.42418336713854454,1233.9888360171203,56.82119894105339,0.12999999999999998,0.050990195135927854
0.6866543572027081,1164.182286438383,99.57111620129041,0.196,0.09068627239003708
1.1115339327095,1104.0476171179198,89.17433103255979,0.25200000000000006,0.08518215775618741
1.799315289569933,1104.0476171179198,89.17433103255979,0.25200000000000006,0.08518215775618741
2.9126735729859763,1104.0476171179198,89.17433103255979,0.25200000000000006,0.08518215775618741
4.714942062654641,1104.0476171179198,89.17433103255979,0.25200000000000006,0.08518215775618741
7.632396180736398,1104.0476171179198,89.17433103255979,0.25200000000000006,0.08518215775618741
12.355076835646473,1104.0476171179198,89.17433103255979,0.25200000000000006,0.08518215775618741
20.000000000000004,1104.0476171179198,89.17433103255979,0.25200000000000006,0.08518215775618741
