Success_Nodes,Fail_Nodes,Skipped_Nodes,Data_Collected_KB,Total_Time,Total_Energy,Total_Flight_Distance,Total_Comm_Latency,Attempts,Retry_Sum,Total_Waypoints,Success_Rate,Avg_Comm_Latency,Eff_Data_Per_Time,Eff_Data_Per_Energy,Avg_Retry_Per_Node,Strategy,LYA_V,Node_File,Num_Nodes
58,92,0,2369.4615389414907,2495.202040299754,2994.6129421372025,9.262344437439715,2494.7389230778836,249,188,150,0.38666666666666666,10.019031819589895,0.949607086188837,0.7912413339302701,0.7550200803212851,baseline,,data1518,150
114,36,3,6259.1288723813,2492.981374966633,2991.9481437374593,9.262344437439715,2492.518257744762,248,119,150,0.76,10.050476845745008,2.5107002143026738,2.0919910946593374,0.4798387096774194,lya_V0.5,0.5,data1518,150
108,42,4,6147.954528647493,2492.7590262791646,2991.6813253124983,9.262344437439715,2492.295909057294,248,121,150,0.72,10.049580278456832,2.466325249987875,2.055016514168769,0.4879032258064516,lya_V1.0,1.0,data1518,150
102,48,12,4264.518177117641,2498.9921535761064,2999.1610780688266,9.262344437439715,2498.5290363542344,249,120,150,0.68,10.034253158049134,1.7064952248909757,1.4219036810999108,0.4819277108433735,lya_V2.0,2.0,data1518,150
109,41,4,5676.6700866232495,2491.816457395117,2990.55024265164,9.262344437439715,2491.353340173246,248,119,150,0.7266666666666667,10.045779597472766,2.2781252887933405,1.8982025466958548,0.4798387096774194,lya_V3.0,3.0,data1518,150
116,34,3,6834.584173038246,2494.1322855679473,2993.329236459037,9.262344437439715,2493.669168346076,248,116,150,0.7733333333333333,10.055117614298693,2.7402653069309513,2.2832717797268525,0.46774193548387094,lya_V4.0,4.0,data1518,150
56,94,0,3371.7138638322313,2497.220297118674,2997.0458520552143,9.537387820191165,2496.743427727665,249,191,150,0.37333333333333335,10.02708203906693,1.3501867927801803,1.1250124390055927,0.7670682730923695,baseline,,data1519,150
106,44,4,5667.96967355034,2491.8128087381115,2990.5568659985374,9.537387820191165,2491.335939347102,248,124,150,0.7066666666666667,10.045709432851217,2.2746370247694,1.8952890473319333,0.5,lya_V0.5,0.5,data1519,150
103,47,18,4998.138506192943,2490.4731464033953,2988.94927119688,9.537387820191165,2489.996277012387,248,115,150,0.6866666666666666,10.040307568598335,2.0069031916328752,1.6722058665758195,0.4637096774193548,lya_V1.0,1.0,data1519,150
110,40,8,6481.424412234706,2493.4397182154803,2992.5091573713803,9.537387820191165,2492.962848824471,248,118,150,0.7333333333333333,10.052269551711577,2.599390859496443,2.1658829000637008,0.47580645161290325,lya_V2.0,2.0,data1519,150
109,41,4,5500.240448298236,2491.477350287607,2990.1543158579325,9.537387820191165,2491.0004808965978,248,120,150,0.7266666666666667,10.044356777808861,2.2076220952453403,1.8394503651963232,0.4838709677419355,lya_V3.0,3.0,data1519,150
107,43,9,5529.479905191301,2491.5358292013925,2990.2244905544762,9.537387820191165,2491.0589598103834,248,119,150,0.7133333333333334,10.044592579880579,2.2193057953991597,1.8491855453186967,0.4798387096774194,lya_V4.0,4.0,data1519,150
44,106,0,2110.2117345153015,2494.6937964203435,2994.0112540654663,9.467459026276762,2494.2204234690307,249,201,150,0.29333333333333333,10.016949491843496,0.8458800585239205,0.7048108892877127,0.8072289156626506,baseline,,data1520,150
105,45,7,4785.1085743481035,2490.0435901000096,2988.4310064810647,9.467459026276762,2489.5702171486964,248,123,150,0.7,10.038589585277002,1.9216967097977251,1.601210991309671,0.4959677419354839,lya_V0.5,0.5,data1520,150
109,41,13,6079.471578406825,2492.6323161081264,2991.5374776908056,9.467459026276762,2492.158943156813,248,114,150,0.7266666666666667,10.049027996600053,2.4389764744360747,2.032223103920337,0.4596774193548387,lya_V1.0,1.0,data1520,150
105,45,18,3994.291008618193,2498.461954968549,2998.533044323313,9.467459026276762,2497.9885820172362,249,113,150,0.7,10.03208265870376,1.5986999524547387,1.3320817044787963,0.4538152610441767,lya_V2.0,2.0,data1520,150
106,44,13,5179.263191815013,2490.8318993349426,2989.3769775629858,9.467459026276762,2490.3585263836294,248,114,150,0.7066666666666667,10.041768251546893,2.079330681929153,1.7325560578971464,0.4596774193548387,lya_V3.0,3.0,data1520,150
111,39,15,5287.786187924267,2491.0489453271616,2989.6374327536473,9.467459026276762,2490.575572375848,248,112,150,0.74,10.042643436999388,2.1227146892650866,1.7687048369119054,0.45161290322580644,lya_V4.0,4.0,data1520,150
55,135,0,4562.411005415007,2499.648137475417,2999.99641734217,10.466309291735179,2499.1248220108305,249,193,200,0.275,10.036645871529439,1.8252212929548273,1.5208054846468948,0.7751004016064257,baseline,,data1751,200
102,98,13,4861.65642252645,2490.27557638178,2988.77250248751,11.045270734468549,2489.723312845055,248,120,200,0.51,10.039206906633286,1.9522563962941577,1.6266398390911878,0.4838709677419355,lya_V0.5,0.5,data1751,200
108,92,10,5252.552522418505,2491.0573685815634,2989.7106531272507,11.045270734468549,2490.5051050448383,248,117,200,0.54,10.042359294535638,2.108563451274255,1.7568765448670798,0.4717741935483871,lya_V1.0,1.0,data1751,200
103,97,25,3977.937513171956,2498.508138563071,2998.6515771050576,11.045270734468549,2497.955875026346,249,107,200,0.515,10.03195130532669,1.5921250972829437,1.326575432619056,0.42971887550200805,lya_V2.0,2.0,data1751,200
118,82,14,7064.492824086708,2494.6812491849014,2994.0593098512536,11.045270734468549,2494.1289856481762,248,105,200,0.59,10.056971716323291,2.8318218315044947,2.3595033007003714,0.42338709677419356,lya_V3.0,3.0,data1751,200
105,95,0,5699.052229637184,2491.9503679960003,2990.782252424576,11.045270734468549,2491.398104459275,248,128,200,0.525,10.045960098626109,2.286984645773784,1.9055390023854326,0.5161290322580645,lya_V4.0,4.0,data1751,200
55,145,0,3645.643214729849,2497.8355857061156,2997.838142268658,10.885985533062218,2497.29128642946,249,192,200,0.275,10.029282274817108,1.4595208890417255,1.2160907433017565,0.7710843373493976,baseline,,data1752,200
112,88,4,4768.868996880918,2490.0820372704147,2988.5338841458192,10.885985533062218,2489.5377379937604,248,119,200,0.56,10.038458620942583,1.9151453347731748,1.5957219097229518,0.4798387096774194,lya_V0.5,0.5,data1752,200
110,90,5,2891.5593192296683,2496.327417915113,2996.0283409194562,10.885985533062218,2495.7831186384587,249,118,200,0.55,10.023225376058067,1.1583253456570395,0.9651308299514526,0.4738955823293173,lya_V1.0,1.0,data1752,200
104,45,3,4668.4013370535695,2499.7334953668856,2999.9975485944824,7.933853855558355,2499.3368026741073,249,126,200,0.52,10.037497199494407,1.8675596201379814,1.5561350505905396,0.5060240963855421,lya_V2.0,2.0,data1752,200
119,81,4,7003.211556693812,2494.55072239004,2993.89630628937,10.885985533062218,2494.0064231133865,248,114,200,0.595,10.056477512553977,2.807403952076791,2.3391630304569837,0.4596774193548387,lya_V3.0,3.0,data1752,200
124,76,2,6846.422933145383,2494.2371451429435,2993.5200135928535,10.885985533062218,2493.692845866289,248,113,200,0.62,10.055213088170522,2.7448965494229367,2.287081062447361,0.45564516129032256,lya_V4.0,4.0,data1752,200
58,134,0,4573.175367610395,2499.6578046637833,2999.9985287393897,10.229078571270467,2499.1463507352205,249,189,200,0.29,10.036732332269962,1.8295205684065667,1.524392536796363,0.7590361445783133,baseline,,data1753,200
95,105,8,5648.914163539689,2491.8270363775396,2990.6158100934153,10.584161009217553,2491.2978283270804,248,130,200,0.475,10.045555759383388,2.2669768330918036,1.8888799238185123,0.5241935483870968,lya_V0.5,0.5,data1753,200
95,35,6,4707.208766257924,2499.7596216914844,2999.987709356955,6.904083179381971,2499.414417532517,249,133,200,0.475,10.03780890575308,1.8830645656532166,1.569076017070387,0.5341365461847389,lya_V1.0,1.0,data1753,200
100,100,13,4936.333545045732,2490.4018751405524,2988.905616609031,10.584161009217553,2489.872667090093,248,120,200,0.5,10.03980914149231,1.9821433618086786,1.6515521659884644,0.4838709677419355,lya_V2.0,2.0,data1753,200
102,98,15,6235.555985492665,2493.0003200214455,2992.023750466103,10.584161009217553,2492.4711119709864,248,119,200,0.51,10.050286741818493,2.5012255054339603,2.08405965511513,0.4798387096774194,lya_V3.0,3.0,data1753,200
106,94,11,6468.906439183893,2493.4670209288292,2992.5837915549623,10.584161009217553,2492.9378128783696,248,116,200,0.53,10.052168600316007,2.594342088701134,2.161645885217675,0.46774193548387094,lya_V4.0,4.0,data1753,200
45,155,0,1970.7241382286113,2494.4698301348167,2993.786501648467,10.567637167205028,2493.941448276458,249,199,200,0.225,10.015829109544008,0.7900372714157465,0.6582714355694611,0.7991967871485943,baseline,,data1754,200
111,89,6,4154.292859803289,2498.836967577967,2999.0270665802445,10.567637167205028,2498.3085857196074,249,117,200,0.555,10.03336781413497,1.6624905560885375,1.3852135267789965,0.46987951807228917,lya_V0.5,0.5,data1754,200
113,72,11,4591.400695093913,2499.6670092217464,2999.9877773313374,9.684156631145697,2499.182801390188,249,114,200,0.565,10.036878720442523,1.8368049336793115,1.5304731338533084,0.4578313253012048,lya_V1.0,1.0,data1754,200
116,84,2,4970.931452888011,2490.4702447641357,2988.9869992036483,10.567637167205028,2489.9418629057764,248,115,200,0.58,10.04008815687813,1.9959810655592845,1.6630823266251775,0.4637096774193548,lya_V2.0,2.0,data1754,200
114,86,5,5607.385697278435,2491.7431532529167,2990.5144893901847,10.567637167205028,2491.2147713945565,248,115,200,0.57,10.045220852397405,2.2503867182129564,1.8750571907183349,0.4637096774193548,lya_V3.0,3.0,data1754,200
112,88,11,3727.509064426389,2497.983399987213,2998.0027854713394,10.567637167205028,2497.4550181288528,249,113,200,0.56,10.029939831842782,1.4922072998745588,1.2433307542242187,0.4538152610441767,lya_V4.0,4.0,data1754,200
43,157,0,3347.2475225630997,2497.2145404688513,2997.073484901596,10.400908474472068,2496.694495045126,249,202,200,0.215,10.026885522269582,1.3403924525982678,1.1168386559173742,0.8112449799196787,baseline,,data1755,200
109,91,10,5885.82036365871,2492.291686151042,2991.1660597202263,10.400908474472068,2491.7716407273183,248,116,200,0.545,10.047466293255315,2.3616097571422094,1.967734403956573,0.46774193548387094,lya_V0.5,0.5,data1755,200
111,89,4,8195.230182810907,2496.910505789346,2996.7086432861915,10.400908474472068,2496.3904603656224,248,124,200,0.555,10.066090565990413,3.282148144200369,2.734743733319371,0.5,lya_V1.0,1.0,data1755,200
105,95,7,5059.199099310619,2490.638443622345,2989.1821686857916,10.400908474472068,2490.1183981986214,248,123,200,0.525,10.040799992736376,2.031286039234422,1.6925027695902926,0.4959677419354839,lya_V2.0,2.0,data1755,200
