Time,Data_Collected_KB,Current_Node,Attempt_Count,Success_Flag,Skipped_Flag,LYA_V,Node_File,Num_Nodes
1163.6783857592682,1751.3916955115146,59,1,1,0,1.0,data1504,150
1183.6817098680679,1751.3916955115146,60,2,0,1,1.0,data1504,150
1203.6828945922182,1751.3916955115146,61,2,0,1,1.0,data1504,150
1223.7068249490633,1761.1385204307862,62,2,1,0,1.0,data1504,150
1243.7103355126224,1761.1385204307862,63,2,0,1,1.0,data1504,150
1253.7530649146731,1779.7366048105996,64,1,1,0,1.0,data1504,150
1273.7749680633938,1789.0088904552147,65,2,1,0,1.0,data1504,150
1283.8033948314603,1802.9126388508096,66,1,1,0,1.0,data1504,150
1303.8062877172695,1802.9126388508096,67,2,0,1,1.0,data1504,150
1323.8395141554945,1818.177696134644,68,2,1,0,1.0,data1504,150
1343.8454465003356,1818.177696134644,69,2,0,1,1.0,data1504,150
1353.8816444188653,1834.588727250506,70,1,1,0,1.0,data1504,150
1363.905872008052,1845.917619798927,71,1,1,0,1.0,data1504,150
1383.9066803687529,1845.917619798927,72,2,0,1,1.0,data1504,150
1403.9399063012602,1860.5185818258547,73,2,1,0,1.0,data1504,150
1413.9591596403807,1869.840947343037,74,1,1,0,1.0,data1504,150
1423.9780189353924,1878.7800132011212,75,1,1,0,1.0,data1504,150
1433.9997152143649,1887.281874898879,76,1,1,0,1.0,data1504,150
1454.0057063917418,1887.281874898879,77,2,0,1,1.0,data1504,150
1474.0419872910647,1903.9207826057725,78,2,1,0,1.0,data1504,150
1494.0477551670624,1903.9207826057725,79,2,0,1,1.0,data1504,150
1504.0792063419206,1917.3327657696434,80,1,1,0,1.0,data1504,150
1514.1297204638347,1940.6041620606434,81,1,1,0,1.0,data1504,150
1524.1684434263043,1957.1719725560658,82,1,1,0,1.0,data1504,150
1534.1886382260093,1967.0833149359455,83,1,1,0,1.0,data1504,150
1544.2151648628437,1977.7399354399372,84,1,1,0,1.0,data1504,150
1554.2550726857187,1997.0013306208632,85,1,1,0,1.0,data1504,150
1584.2893654858956,2012.0144597452338,86,3,1,0,1.0,data1504,150
1594.3369938015169,2033.4012142043332,87,1,1,0,1.0,data1504,150
1604.3674838328793,2047.0297870157706,88,1,1,0,1.0,data1504,150
1614.4001038134438,2061.6603731096075,89,1,1,0,1.0,data1504,150
1624.4524051932053,2082.965185410793,90,1,1,0,1.0,data1504,150
1634.4637859710604,2087.965185410793,91,1,1,0,1.0,data1504,150
1644.5110471860537,2110.446985546194,92,1,1,0,1.0,data1504,150
1654.5317869558332,2120.2860834248,93,1,1,0,1.0,data1504,150
1724.5605019896564,2132.851800124193,95,2,1,0,1.0,data1504,150
1734.5961504218267,2149.4197873325925,96,1,1,0,1.0,data1504,150
1744.625921156715,2163.704345526199,97,1,1,0,1.0,data1504,150
1754.6549960886152,2177.780035428733,98,1,1,0,1.0,data1504,150
1764.6716793693988,2185.449866304601,99,1,1,0,1.0,data1504,150
1824.6908523511463,2192.171202758001,101,1,1,0,1.0,data1504,150
1864.7269669982359,2207.5948075796327,102,4,1,0,1.0,data1504,150
1915.6089035869056,2647.3939825958983,103,5,1,0,1.0,data1504,150
1925.6439331704562,2663.9390266832997,104,1,1,0,1.0,data1504,150
1935.692428809733,2686.9234211112,105,1,1,0,1.0,data1504,150
1945.7269259868817,2702.875045163589,106,1,1,0,1.0,data1504,150
1965.7457455090857,2711.462888300923,107,2,1,0,1.0,data1504,150
1975.7924274892325,2731.012023748906,108,1,1,0,1.0,data1504,150
1985.836796735504,2752.8331675867735,109,1,1,0,1.0,data1504,150
1996.467803037829,3067.1469831529553,110,1,1,0,1.0,data1504,150
2006.503203624573,3083.638219697292,111,1,1,0,1.0,data1504,150
2016.5344199155531,3097.9391677376643,112,1,1,0,1.0,data1504,150
2026.578117370955,3117.536609837297,113,1,1,0,1.0,data1504,150
2036.6073431048308,3130.002209650915,114,1,1,0,1.0,data1504,150
2047.3507632765757,3500.184974676301,115,1,1,0,1.0,data1504,150
2057.3653430328413,3505.184974676301,116,1,1,0,1.0,data1504,150
2068.2298328256607,3937.174432119408,117,1,1,0,1.0,data1504,150
2078.2590930943265,3949.6698016391906,118,1,1,0,1.0,data1504,150
2088.293522093892,3963.8622063596367,119,1,1,0,1.0,data1504,150
2098.3427042326134,3984.679691504012,120,1,1,0,1.0,data1504,150
2108.3728439081583,3997.4489027940103,121,1,1,0,1.0,data1504,150
2128.4165211514683,4017.4381363837942,122,2,1,0,1.0,data1504,150
2138.4429295314762,4028.9477114340048,123,1,1,0,1.0,data1504,150
2148.4813136715484,4046.392084751484,124,1,1,0,1.0,data1504,150
2158.5118267719754,4059.283602400102,125,1,1,0,1.0,data1504,150
2178.554984999748,4078.338527266935,126,2,1,0,1.0,data1504,150
2188.603541057655,4099.617280911252,127,1,1,0,1.0,data1504,150
2258.6087591445357,4099.617280911252,129,2,0,1,1.0,data1504,150
2268.6249953285765,4107.335431271708,130,1,1,0,1.0,data1504,150
2288.6264246506153,4107.335431271708,131,2,0,1,1.0,data1504,150
2298.6577764691065,4121.126146348022,132,1,1,0,1.0,data1504,150
2318.687579259028,4135.427464112575,133,2,1,0,1.0,data1504,150
2328.7187946387876,4148.852357743216,134,1,1,0,1.0,data1504,150
2338.7344711551596,4155.813552330699,135,1,1,0,1.0,data1504,150
2348.775127203904,4174.213330929497,136,1,1,0,1.0,data1504,150
2358.8030863766458,4186.641397314817,137,1,1,0,1.0,data1504,150
2378.8321219263626,4199.9495003919155,138,2,1,0,1.0,data1504,150
2448.8357182059895,4199.9495003919155,140,2,0,1,1.0,data1504,150
2458.8831938014723,4223.091002659059,141,1,1,0,1.0,data1504,150
2478.8850372240263,4223.091002659059,142,2,0,1,1.0,data1504,150
2488.925957076078,4242.553275606041,143,1,1,0,1.0,data1504,150
10.04145454730159,20.584007811793732,0,1,1,0,2.0,data1504,150
61.11698793646272,555.1086079681288,1,5,1,0,2.0,data1504,150
71.73512037698953,862.8470853022511,2,1,1,0,2.0,data1504,150
81.76569972444419,876.4091758991623,3,1,1,0,2.0,data1504,150
91.78654372134191,886.1123103814057,4,1,1,0,2.0,data1504,150
131.82635106383307,904.6674928299819,5,4,1,0,2.0,data1504,150
141.8609560714244,919.9784894550278,6,1,1,0,2.0,data1504,150
151.9066465870397,940.3635415689057,7,1,1,0,2.0,data1504,150
171.92802131406083,950.0984137917857,8,2,1,0,2.0,data1504,150
181.964333547888,967.275743831235,9,1,1,0,2.0,data1504,150
201.996097899552,981.5265709549172,10,2,1,0,2.0,data1504,150
232.78699245406384,1375.8935279660632,11,3,1,0,2.0,data1504,150
263.87073967374965,1916.8014723065685,12,3,1,0,2.0,data1504,150
273.9082377301151,1933.6329038355955,13,1,1,0,2.0,data1504,150
293.9237276066647,1938.6329038355955,14,2,1,0,2.0,data1504,150
303.9593981092962,1954.506583735206,15,1,1,0,2.0,data1504,150
364.01158147665546,1977.7112901483054,17,1,1,0,2.0,data1504,150
374.034345208118,1988.3789494134455,18,1,1,0,2.0,data1504,150
394.9936721930554,2466.917535215732,19,2,1,0,2.0,data1504,150
405.02878629022246,2483.485971386603,20,1,1,0,2.0,data1504,150
426.09763172891934,3015.887312988762,21,2,1,0,2.0,data1504,150
436.92921081137274,3429.5669196712897,22,1,1,0,2.0,data1504,150
446.9643219278685,3445.867551920105,23,1,1,0,2.0,data1504,150
457.01181298093695,3467.7607437422344,24,1,1,0,2.0,data1504,150
467.0453116085356,3483.0130736728747,25,1,1,0,2.0,data1504,150
487.0574233865098,3488.0130736728747,26,2,1,0,2.0,data1504,150
497.0934157785913,3504.0249898346606,27,1,1,0,2.0,data1504,150
507.1410154039302,3526.129700592556,28,1,1,0,2.0,data1504,150
567.187476556552,3546.970804591377,30,1,1,0,2.0,data1504,150
577.2324532483273,3566.56369010715,31,1,1,0,2.0,data1504,150
597.261717107998,3579.5985154183363,32,2,1,0,2.0,data1504,150
607.2905220331713,3593.129799678699,33,1,1,0,2.0,data1504,150
617.3123247054402,3602.7968108837917,34,1,1,0,2.0,data1504,150
677.3477286796035,3619.1515100151405,36,1,1,0,2.0,data1504,150
697.3951236202962,3641.5327718968015,37,2,1,0,2.0,data1504,150
707.4291203757203,3657.3260792950573,38,1,1,0,2.0,data1504,150
777.4312766490153,3657.3260792950573,40,2,0,1,2.0,data1504,150
797.4339366231693,3657.3260792950573,41,2,0,1,2.0,data1504,150
817.4693832750136,3673.1423223188144,42,2,1,0,2.0,data1504,150
837.4719305706147,3673.1423223188144,43,2,0,1,2.0,data1504,150
847.500031783051,3685.4777682497424,44,1,1,0,2.0,data1504,150
857.5366303545544,3702.637772643541,45,1,1,0,2.0,data1504,150
867.5771133804827,3721.109415368839,46,1,1,0,2.0,data1504,150
877.6057811047526,3733.12092156945,47,1,1,0,2.0,data1504,150
897.6396913245619,3749.1824825708104,48,2,1,0,2.0,data1504,150
917.6559882432721,3755.799815396197,49,2,1,0,2.0,data1504,150
927.6956187678313,3774.692664358387,50,1,1,0,2.0,data1504,150
937.7295629440679,3788.9457170060186,51,1,1,0,2.0,data1504,150
947.7756691669988,3810.6908801960576,52,1,1,0,2.0,data1504,150
957.8018219331009,3823.605358821177,53,1,1,0,2.0,data1504,150
967.8218409659895,3832.2140362970204,54,1,1,0,2.0,data1504,150
977.8535287678701,3847.331444673675,55,1,1,0,2.0,data1504,150
997.8842611311557,3860.667479965521,56,2,1,0,2.0,data1504,150
1027.916813945884,3874.997458658404,57,3,1,0,2.0,data1504,150
1037.9634821861964,3895.412452669621,58,1,1,0,2.0,data1504,150
1047.9956253438538,3910.011487804618,59,1,1,0,2.0,data1504,150
1118.0001341768038,3910.011487804618,61,2,0,1,2.0,data1504,150
1128.024064533649,3919.7583127238895,62,1,1,0,2.0,data1504,150
1148.027575097208,3919.7583127238895,63,2,0,1,2.0,data1504,150
1158.0703044992588,3938.356397103703,64,1,1,0,2.0,data1504,150
1168.0922076479794,3947.6286827483177,65,1,1,0,2.0,data1504,150
1178.120634416046,3961.5324311439126,66,1,1,0,2.0,data1504,150
1208.152522132395,3976.0298464138186,67,3,1,0,2.0,data1504,150
1218.18574857062,3991.294903697653,68,1,1,0,2.0,data1504,150
1278.2278788339909,4007.705934813515,70,1,1,0,2.0,data1504,150
1288.2521064231776,4019.034827361936,71,1,1,0,2.0,data1504,150
1319.1412857460907,4463.220308468047,72,3,1,0,2.0,data1504,150
1379.1645630936646,4472.542673985229,74,1,1,0,2.0,data1504,150
1389.1834223886763,4481.481739843313,75,1,1,0,2.0,data1504,150
1399.2051186676488,4489.983601541071,76,1,1,0,2.0,data1504,150
1469.2473907443486,4506.622509247964,78,2,1,0,2.0,data1504,150
1539.2577858288766,4506.622509247964,80,2,0,1,2.0,data1504,150
1549.3082999507908,4529.893905538965,81,1,1,0,2.0,data1504,150
1559.3470229132604,4546.461716034387,82,1,1,0,2.0,data1504,150
1569.3672177129654,4556.373058414267,83,1,1,0,2.0,data1504,150
1579.3937443497998,4567.0296789182585,84,1,1,0,2.0,data1504,150
1589.4336521726748,4586.291074099185,85,1,1,0,2.0,data1504,150
1599.4679449728517,4601.304203223555,86,1,1,0,2.0,data1504,150
1619.515573288473,4622.690957682655,87,2,1,0,2.0,data1504,150
1639.5460633198354,4636.319530494092,88,2,1,0,2.0,data1504,150
1669.5786833004,4650.950116587929,89,3,1,0,2.0,data1504,150
1679.6309846801614,4672.254928889114,90,1,1,0,2.0,data1504,150
1709.6423654580165,4677.254928889114,91,3,1,0,2.0,data1504,150
1719.6896266730098,4699.736729024515,92,1,1,0,2.0,data1504,150
1739.7103664427893,4709.57582690312,93,2,1,0,2.0,data1504,150
1759.7494635380676,4728.159117963605,94,2,1,0,2.0,data1504,150
1769.7762480587335,4740.724834662998,95,1,1,0,2.0,data1504,150
1779.8118964909038,4757.292821871398,96,1,1,0,2.0,data1504,150
1789.8416672257922,4771.577380065005,97,1,1,0,2.0,data1504,150
1799.8707421576923,4785.653069967539,98,1,1,0,2.0,data1504,150
1809.887425438476,4793.322900843406,99,1,1,0,2.0,data1504,150
1879.9065984202234,4800.044237296806,101,2,1,0,2.0,data1504,150
1889.942713067313,4815.467842118438,102,1,1,0,2.0,data1504,150
1910.8246496559827,5255.267017134704,103,2,1,0,2.0,data1504,150
